Issue Date/Time,Street Number,Street Direction,Street Name,License Plate,License Plate State,License Plate Type,Violation Code,Violation Code Description,Unit,Vehicle Make,Fine Level 1 Amt,Fine Leve 2 Amt,Current Amt Due,Ticket Queue,Ticket Queue Date,Notice Level,Location,Latitude,Longitude
02/22/2017 08:29:00,1350,W,HUBBARD,Y982487,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,TOYT,$150.00,$300.00,$0.00,Dismissed,04/17/2017 14:50:32,VIOL,"1350 W HUBBARD Chicago, IL",41.8901552,-87.6609098
02/22/2017 08:31:00,1358,W,HUBBARD,8156STL,MN,TRK,0940060,PARK/STAND ON BICYCLE PATH,0498,VOLV,$150.00,$300.00,$150.00,Define,02/23/2017 21:08:48,,"1358 W HUBBARD Chicago, IL",41.8899471,-87.6611588
02/22/2017 10:30:00,817,W,WASHINGTON BLVD,V901790,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,DODG,$150.00,$300.00,$0.00,Paid,03/18/2017 10:31:02,VIOL,"817 W WASHINGTON BLVD Chicago, IL",41.8828837,-87.6482498
02/22/2017 11:12:00,808,S,WABASH AV,212931D,IL,TRK,0940060,PARK/STAND ON BICYCLE PATH,0498,FORD,$150.00,$300.00,$0.00,Paid,03/08/2017 12:16:07,VIOL,"808 S WABASH AV Chicago, IL",41.8715971,-87.6261737
02/22/2017 11:36:00,4013,W,MADISON,297YND,WI,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,VOLV,$150.00,$300.00,$0.00,Paid,04/25/2017 10:33:02,VIOL,"4013 W MADISON Chicago, IL",41.8804019,-87.726308
02/22/2017 11:38:00,4036,W,MADISON,P865125,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,NISS,$150.00,$300.00,$300.00,Notice,03/01/2017 23:53:46,FINL,"4036 W MADISON Chicago, IL",41.8810881,-87.7271504
02/22/2017 13:53:00,4051,W,MADISON,V841268,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,MERZ,$150.00,$300.00,$300.00,Notice,03/01/2017 23:53:45,FINL,"4051 W MADISON Chicago, IL",41.8807118,-87.7276765
02/22/2017 14:06:00,3125,W,JACKSON,Q929990,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,FORD,$150.00,$300.00,$300.00,Notice,03/01/2017 23:58:25,FINL,"3125 W JACKSON Chicago, IL",41.8768638,-87.7042804
02/22/2017 14:14:00,4019,W,MADISON,ZX58603,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,BUIC,$150.00,$300.00,$0.00,Paid,03/14/2017 11:01:03,VIOL,"4019 W MADISON Chicago, IL",41.880399,-87.726445
02/22/2017 14:50:00,1746,W,DIVISION,X571956,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,LEXU,$150.00,$300.00,$0.00,Paid,03/28/2017 21:16:22,VIOL,"1746 W DIVISION Chicago, IL",41.9035025,-87.6718592
02/22/2017 15:45:00,74,S,DEARBORN,Z243384,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,001,KIA,$150.00,$300.00,$0.00,Paid,02/28/2017 22:19:10,,"74 S DEARBORN Chicago, IL",41.8810468,-87.6297736
02/22/2017 20:49:00,901,S,WABASH,V401291,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,KIA,$150.00,$300.00,$300.00,Notice,05/12/2017 19:00:21,FINL,"901 S WABASH Chicago, IL",41.8705353,-87.6259022
02/23/2017 00:20:00,17,E,HARRISON,342T000,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,001,MERZ,$150.00,$300.00,$300.00,Notice,03/01/2017 23:53:19,SEIZ,"17 E HARRISON Chicago, IL",41.8743815,-87.6272614
02/23/2017 10:37:00,625,W,HARRISON,K211640,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,HYUN,$150.00,$300.00,$0.00,Paid,03/31/2017 13:58:03,VIOL,"625 W HARRISON Chicago, IL",41.873764,-87.6659202
02/23/2017 10:47:00,1350,N,WELLS,ZV20802,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,TOYT,$150.00,$300.00,$300.00,Notice,04/28/2017 19:00:20,SEIZ,"1350 N WELLS Chicago, IL",41.9071805,-87.6349387
02/23/2017 11:23:00,4011,W,MADISON,Z548537,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,CHEV,$150.00,$300.00,$300.00,Notice,05/15/2017 11:33:31,SEIZ,"4011 W MADISON Chicago, IL",41.8803894,-87.7261809
02/23/2017 12:05:00,1103,S,WABASH,E744999,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,HYUN,$150.00,$300.00,$0.00,Dismissed,05/04/2017 12:31:14,VIOL,"1103 S WABASH Chicago, IL",41.8691805,-87.6253945
02/23/2017 12:05:00,1131,S,WABASH,P120483,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,HYUN,$150.00,$300.00,$0.00,Dismissed,07/07/2017 08:56:46,DETR,"1131 S WABASH Chicago, IL",41.8682943,-87.6253463
02/23/2017 12:23:00,4121,W,MADISON,Y714870,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,CHRY,$150.00,$300.00,$150.00,Define,02/28/2017 21:07:08,,"4121 W MADISON Chicago, IL",41.8803626,-87.7290051
02/23/2017 12:49:00,210,S,DESPLAINES ST,V958046,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,NISS,$150.00,$300.00,$0.00,Paid,02/24/2017 21:27:13,,"210 S DESPLAINES ST Chicago, IL",41.878922,-87.644529
02/23/2017 13:07:00,1648,W,JACKSON BOULEVARD,V659221,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,FORD,$150.00,$300.00,$0.00,Paid,06/02/2017 08:58:03,DETR,"1648 W JACKSON BOULEVARD Chicago, IL",41.8778294,-87.6688016
02/23/2017 14:19:00,4031,W,MADISON,E742880,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,HYUN,$150.00,$300.00,$0.00,Paid,03/31/2017 13:06:01,VIOL,"4031 W MADISON Chicago, IL",41.8803769,-87.7268683
02/23/2017 16:06:00,1928,S,ARCHER,Z512706,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,498,FORD,$150.00,$300.00,$300.00,Notice,03/16/2017 00:02:15,SEIZ,"1928 S ARCHER Chicago, IL",41.856358,-87.6281771
02/23/2017 17:10:00,845,W,WASHINGTON BLVD,X756757,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,TOYT,$150.00,$300.00,$0.00,Paid,06/19/2017 21:19:34,DETR,"845 W WASHINGTON BLVD Chicago, IL",41.8828596,-87.6492834
02/23/2017 17:33:00,5100,W,LAKE,S915424,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,015,MITS,$150.00,$300.00,$300.00,Notice,03/01/2017 23:53:01,FINL,"5100 W LAKE Chicago, IL",41.899854,-87.896887
02/24/2017 08:56:00,823,W,18TH ST,S831545,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,ACUR,$150.00,$300.00,$0.00,Paid,03/10/2017 14:10:04,VIOL,"823 W 18TH ST Chicago, IL",41.8580799,-87.6476206
02/24/2017 12:19:00,111,W,WASHINGTON STREET,V258373,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,HOND,$150.00,$300.00,$0.00,Paid,05/03/2017 08:29:04,DETR,"111 W WASHINGTON STREET Chicago, IL",41.8828273,-87.6316716
02/24/2017 12:27:00,728,S,WABASH,7133642,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,498,NISS,$150.00,$300.00,$0.00,Paid,03/27/2017 20:36:04,VIOL,"728 S WABASH Chicago, IL",41.872191,-87.6263174
02/24/2017 12:50:00,921,W,WASHINGTON BLVD,963ZUW,IN,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,LEXU,$150.00,$300.00,$0.00,Paid,03/15/2017 18:35:02,VIOL,"921 W WASHINGTON BLVD Chicago, IL",41.8830892,-87.650606
02/24/2017 12:53:00,4123,W,MADISON,Q623196,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,CHEV,$150.00,$300.00,$300.00,Notice,03/08/2017 23:31:07,DLS,"4123 W MADISON Chicago, IL",41.8803508,-87.7291
02/24/2017 13:12:00,4038,W,MADISON,Q279616,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,PONT,$150.00,$300.00,$300.00,Notice,03/08/2017 23:31:04,FINL,"4038 W MADISON Chicago, IL",41.881122,-87.7272519
02/24/2017 13:22:00,612,S,WABASH,ZV84463,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,211,MERZ,$150.00,$300.00,$0.00,Paid,04/10/2017 15:53:03,DETR,"612 S WABASH Chicago, IL",41.8739656,-87.6262997
02/24/2017 13:24:00,1850,W,ROOSEVELT RD,Z644682,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,012,VOLV,$150.00,$300.00,$0.00,Paid,04/01/2017 11:34:02,VIOL,"1850 W ROOSEVELT RD Chicago, IL",41.8672328,-87.6724245
02/24/2017 13:39:00,706,N,WELLS,EE720519,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,HOND,$150.00,$300.00,$150.00,Define,02/27/2017 21:07:30,,"706 N WELLS Chicago, IL",41.8950692,-87.6344713
02/24/2017 13:55:00,117,S,FRANKLIN ST,2234TX,IL,TXI,0940060,PARK/STAND ON BICYCLE PATH,0498,TOYT,$150.00,$300.00,$150.00,Notice,07/07/2017 19:00:14,DETR,"117 S FRANKLIN ST Chicago, IL",41.8800872,-87.6352722
02/24/2017 14:18:00,4031,W,MADISON,Q617157,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,CHRY,$150.00,$300.00,$300.00,Notice,03/08/2017 23:31:06,SEIZ,"4031 W MADISON Chicago, IL",41.8803769,-87.7268683
02/24/2017 14:19:00,21,E,HARRISON,ZX12438,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,001,MERC,$150.00,$300.00,$300.00,Notice,03/09/2017 00:00:46,FINL,"21 E HARRISON Chicago, IL",41.874384,-87.6271945
02/24/2017 14:37:00,3534,N,SOUTHPORT AV,BCH2387,MI,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,SUBA,$150.00,$300.00,$0.00,Paid,04/10/2017 10:09:02,,"3534 N SOUTHPORT AV Chicago, IL",41.9463354,-87.6642533
02/24/2017 14:44:00,3552,N,SOUTHPORT AV,Z644671,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,VOLV,$150.00,$300.00,$35.00,Notice,03/02/2017 00:05:37,,"3552 N SOUTHPORT AV Chicago, IL",41.9467411,-87.6643338
02/24/2017 17:43:00,7323,S,HALSTED ST,Y978243,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,CHEV,$150.00,$300.00,$0.00,Paid,03/24/2017 13:36:05,VIOL,"7323 S HALSTED ST Chicago, IL",41.7608922,-87.6440629
02/24/2017 17:57:00,1250,S,HALSTED ST,A292872,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,SCIO,$150.00,$300.00,$0.00,Paid,04/12/2017 15:00:05,DETR,"1250 S HALSTED ST Chicago, IL",41.8657745,-87.6471081
02/24/2017 18:02:00,239,E,35TH,EQB530,IA,PAS,0940060,PARK/STAND ON BICYCLE PATH,002,FORD,$150.00,$300.00,$300.00,Notice,03/15/2017 22:59:05,DLS,"239 E 35TH Chicago, IL",41.8307386,-87.6201988
02/24/2017 19:21:00,217,E,35TH,ZY42657,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,002,NISS,$150.00,$300.00,$0.00,Paid,03/03/2017 21:14:32,,"217 E 35TH Chicago, IL",41.830803,-87.620979
02/24/2017 21:03:00,813,W,ROOSEVELT,Q346593,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,496,HYUN,$150.00,$300.00,$300.00,Notice,03/15/2017 23:31:37,SEIZ,"813 W ROOSEVELT Chicago, IL",41.8667777,-87.6476794
02/25/2017 08:05:00,813,W,ROOSEVELT RD,Q346593,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,012,HYUN,$150.00,$300.00,$300.00,Notice,03/08/2017 23:05:18,SEIZ,"813 W ROOSEVELT RD Chicago, IL",41.8667777,-87.6476794
02/25/2017 11:48:00,4038,W,MADISON,Q410099,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,BUIC,$150.00,$300.00,$300.00,Notice,03/08/2017 23:51:15,FINL,"4038 W MADISON Chicago, IL",41.881122,-87.7272519
02/26/2017 12:56:00,4032,W,MADISON,Q782090,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,PONT,$150.00,$300.00,$300.00,Notice,03/09/2017 00:01:05,SEIZ,"4032 W MADISON Chicago, IL",41.881126,-87.726884
02/26/2017 13:00:00,4011,W,MADISON,Q380753,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,NISS,$150.00,$300.00,$250.00,Notice,03/08/2017 23:31:06,FINL,"4011 W MADISON Chicago, IL",41.8803894,-87.7261809
02/26/2017 14:14:00,1124,S,CANAL,V275291,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,MERZ,$150.00,$300.00,$0.00,Paid,03/06/2017 13:05:04,VIOL,"1124 S CANAL Chicago, IL",41.868479,-87.6394075
02/26/2017 14:19:00,4029,W,MADISON,Q435030,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,HYUN,$150.00,$300.00,$300.00,Notice,03/08/2017 23:31:07,SEIZ,"4029 W MADISON Chicago, IL",41.8803826,-87.7268181
02/26/2017 14:34:00,3135,N,HALSTED ST,X618004,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,PORS,$150.00,$300.00,$0.00,Paid,04/03/2017 09:47:03,,"3135 N HALSTED ST Chicago, IL",41.9389029,-87.6488264
02/26/2017 14:36:00,3137,N,HALSTED ST,XMT783,IN,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,NISS,$150.00,$300.00,$0.00,Paid,02/28/2017 22:19:19,,"3137 N HALSTED ST Chicago, IL",41.93895,-87.6489342
02/26/2017 15:44:00,2956,N,CLARK,F164050,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,HYUN,$150.00,$300.00,$300.00,Notice,03/01/2017 23:55:27,FINL,"2956 N CLARK Chicago, IL",41.9362387,-87.6479112
02/26/2017 15:48:00,2936,N,CLARK,P874371,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,JEEP,$150.00,$300.00,$0.00,Dismissed,05/22/2017 15:32:17,VIOL,"2936 N CLARK Chicago, IL",41.9358995,-87.6476467
02/26/2017 15:49:00,2932,N,CLARK,J883370,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,HOND,$150.00,$300.00,$0.00,Dismissed,05/20/2017 11:51:00,VIOL,"2932 N CLARK Chicago, IL",41.935713,-87.6474789
02/26/2017 16:11:00,2850,N,CLARK,Z794545,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,NISS,$150.00,$300.00,$300.00,Notice,03/01/2017 23:55:27,FINL,"2850 N CLARK Chicago, IL",41.9340858,-87.6462301
02/26/2017 16:24:00,2931,N,CLARK,H475216,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,HOND,$150.00,$300.00,$0.00,Dismissed,03/27/2017 10:31:09,,"2931 N CLARK Chicago, IL",41.9356193,-87.6472019
02/26/2017 19:27:00,2904,N,CLARK ST,R723511,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,MERC,$150.00,$300.00,$0.00,Dismissed,06/28/2017 09:25:01,VIOL,"2904 N CLARK ST Chicago, IL",41.9355246,-87.6471289
02/26/2017 19:29:00,2905,N,CLARK,S938581,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,TOYT,$150.00,$300.00,$0.00,Dismissed,04/24/2017 13:56:27,,"2905 N CLARK Chicago, IL",41.9351,-87.6464743
02/26/2017 19:34:00,2906,N,CLARK ST,Z484438,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,LEXU,$150.00,$300.00,$0.00,Paid,03/23/2017 21:19:40,VIOL,"2906 N CLARK ST Chicago, IL",41.9350218,-87.6468763
02/26/2017 21:36:00,20,E,HARRISON ST,Q731708,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,001,NISS,$150.00,$300.00,$0.00,Paid,06/08/2017 13:09:03,FINL,"20 E HARRISON ST Chicago, IL",41.8743952,-87.6268919
02/27/2017 02:12:00,2491,W,BLUE ISLAND,Z615589,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,010,CHEV,$150.00,$300.00,$300.00,Notice,03/15/2017 23:07:34,SEIZ,"2491 W BLUE ISLAND Chicago, IL",41.8473491,-87.6787915
02/27/2017 02:16:00,2493,W,BLUE ISLAND,Z297394,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,010,CHEV,$150.00,$300.00,$300.00,Notice,03/15/2017 23:07:34,SEIZ,"2493 W BLUE ISLAND Chicago, IL",41.8473329,-87.678834
02/27/2017 10:46:00,111,W,WASHINGTON STREET,Z108577,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,HYUN,$150.00,$300.00,$0.00,Paid,03/29/2017 21:59:02,VIOL,"111 W WASHINGTON STREET Chicago, IL",41.8828273,-87.6316716
02/27/2017 10:48:00,119,W,WASHINGTON BLVD,Z929137,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,NISS,$150.00,$300.00,$300.00,Notice,03/01/2017 23:55:16,SEIZ,"119 W WASHINGTON BLVD Chicago, IL",41.883213,-87.6317214
02/27/2017 12:11:00,3349,W,WARREN BOULEVARD,Z684255,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,NISS,$150.00,$300.00,$300.00,Notice,03/01/2017 23:54:34,SEIZ,"3349 W WARREN BOULEVARD Chicago, IL",41.8815529,-87.710468
02/27/2017 13:00:00,1854,W,ROOSEVELT,E350892,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,012,HYUN,$150.00,$300.00,$150.00,Define,06/22/2017 21:02:37,,"1854 W ROOSEVELT Chicago, IL",41.867128,-87.673468
02/27/2017 18:50:00,4444,N,BROADWAY ST,V787520,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,NISS,$150.00,$300.00,$300.00,Notice,05/02/2017 14:00:36,FINL,"4444 N BROADWAY ST Chicago, IL",41.9628883,-87.6558295
02/27/2017 19:34:00,3224,N,CLARK,S900254,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,HOND,$150.00,$300.00,$0.00,Dismissed,05/16/2017 15:01:37,VIOL,"3224 N CLARK Chicago, IL",41.9404973,-87.6514804
02/27/2017 19:52:00,3232,N,CLARK,AG30149,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,LEXU,$150.00,$300.00,$0.00,Paid,05/02/2017 20:31:03,DETR,"3232 N CLARK Chicago, IL",41.9406376,-87.6515703
02/27/2017 19:57:00,3268,N,CLARK,9160544,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,SUBA,$150.00,$300.00,$0.00,Paid,04/07/2017 20:49:02,VIOL,"3268 N CLARK Chicago, IL",41.9415223,-87.6522271
02/27/2017 20:03:00,3314,N,CLARK ST,K615283,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,JEEP,$150.00,$300.00,$300.00,Notice,03/09/2017 00:07:23,FINL,"3314 N CLARK ST Chicago, IL",41.9423299,-87.6526132
02/27/2017 20:07:00,3336,N,CLARK ST,L182807,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,BUIC,$150.00,$300.00,$0.00,Paid,03/29/2017 21:16:46,VIOL,"3336 N CLARK ST Chicago, IL",41.9427067,-87.653176
02/27/2017 21:56:00,3642,N,SOUTHPORT AV,H134703,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,JEEP,$150.00,$300.00,$0.00,Paid,03/09/2017 12:35:04,,"3642 N SOUTHPORT AV Chicago, IL",41.948278,-87.664398
02/27/2017 22:09:00,3238,N,SOUTHPORT AV,Z109201,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,NISS,$150.00,$300.00,$0.00,Paid,05/16/2017 21:46:04,DETR,"3238 N SOUTHPORT AV Chicago, IL",41.940924,-87.664193
02/28/2017 08:33:00,1250,N,CLARK ST,226227D,IL,TRK,0940060,PARK/STAND ON BICYCLE PATH,0498,FORD,$150.00,$300.00,$0.00,Paid,03/21/2017 11:38:03,VIOL,"1250 N CLARK ST Chicago, IL",41.9048451,-87.6319273
02/28/2017 08:37:00,1514,W,FULLERTON AVE,221T352,IL,TMP,0940060,PARK/STAND ON BICYCLE PATH,0498,BMW,$150.00,$300.00,$150.00,Notice,07/08/2017 11:44:35,DETR,"1514 W FULLERTON AVE Chicago, IL",41.9253905,-87.6661953
02/28/2017 11:29:00,4041,W,MADISON,ZY35847,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,HYUN,$150.00,$300.00,$300.00,Notice,05/19/2017 19:00:16,SEIZ,"4041 W MADISON Chicago, IL",41.8803754,-87.7272288
02/28/2017 12:17:00,2319,W,MARQUETTE ROAD,ZX28295,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,PONT,$150.00,$300.00,$0.00,Paid,05/08/2017 09:33:03,DETR,"2319 W MARQUETTE ROAD Chicago, IL",41.771719,-87.681708
02/28/2017 12:19:00,2860,N,CLARK,416300D,IL,TRK,0940060,PARK/STAND ON BICYCLE PATH,0498,FORD,$150.00,$300.00,$0.00,Paid,03/06/2017 10:36:05,,"2860 N CLARK Chicago, IL",41.9343548,-87.6463932
02/28/2017 13:51:00,1618,N,DAMEN,74207F,IL,TRK,0940060,PARK/STAND ON BICYCLE PATH,0498,INTL,$150.00,$300.00,$150.00,Define,03/01/2017 21:07:42,,"1618 N DAMEN Chicago, IL",41.9111983,-87.6774725
02/28/2017 14:32:00,5700,W,BELMONT AVE,4200572,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,025,JEEP,$150.00,$300.00,$0.00,Paid,04/03/2017 17:08:03,VIOL,"5700 W BELMONT AVE Chicago, IL",41.9387793,-87.7691785
03/01/2017 06:43:00,100,N,CENTRAL PARK,389519RV,IL,RVM,0940060,PARK/STAND ON BICYCLE PATH,011,TOYT,$150.00,$300.00,$0.00,Dismissed,04/11/2017 10:38:32,,"100 N CENTRAL PARK Chicago, IL",41.8814165,-87.715873
03/01/2017 11:46:00,2723,W,DIVISION,P881715,IL,TRK,0940060,PARK/STAND ON BICYCLE PATH,0498,FLNR,$150.00,$300.00,$0.00,Dismissed,06/04/2017 13:10:20,,"2723 W DIVISION Chicago, IL",41.9026501,-87.6953882
03/01/2017 12:28:00,810,W,JACKSON BOULEVARD,Q654681,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,NISS,$150.00,$300.00,$300.00,Notice,03/09/2017 00:07:35,FINL,"810 W JACKSON BOULEVARD Chicago, IL",41.8781547,-87.6477904
03/01/2017 12:50:00,4121,W,MADISON,Q688755,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,CHEV,$150.00,$300.00,$0.00,Paid,03/09/2017 13:37:04,,"4121 W MADISON Chicago, IL",41.8803626,-87.7290051
03/01/2017 14:17:00,4038,W,MADISON,Q156047,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,JEEP,$150.00,$300.00,$300.00,Notice,03/08/2017 23:52:00,SEIZ,"4038 W MADISON Chicago, IL",41.881122,-87.7272519
03/01/2017 19:01:00,5841,W,63ST,Q661055,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,008,BUIC,$150.00,$300.00,$0.00,Dismissed,05/04/2017 08:33:35,VIOL,"5841 W 63ST Chicago, IL",41.7767895,-87.7681775
03/01/2017 20:49:00,3751,N,HALSTED ST,1091564B,IL,TRK,0940060,PARK/STAND ON BICYCLE PATH,0502,TOYT,$150.00,$300.00,$0.00,Paid,06/04/2017 11:30:03,DETR,"3751 N HALSTED ST Chicago, IL",41.9503662,-87.6492569
03/01/2017 20:51:00,3755,N,HALSTED ST,R462960,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,GMC,$150.00,$300.00,$0.00,Paid,03/03/2017 21:17:22,,"3755 N HALSTED ST Chicago, IL",41.9505014,-87.6494005
03/01/2017 20:57:00,1015,S,CANAL,Z886149,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,CHEV,$150.00,$300.00,$300.00,Notice,03/09/2017 00:08:55,FINL,"1015 S CANAL Chicago, IL",41.8696641,-87.6392957
03/01/2017 20:58:00,3740,N,HALSTED ST,Z930150,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0502,ACUR,$150.00,$300.00,$300.00,Notice,03/08/2017 23:45:15,FINL,"3740 N HALSTED ST Chicago, IL",41.9505503,-87.6501228
03/02/2017 11:39:00,4123,W,MADISON,Z933179,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,CHEV,$150.00,$300.00,$0.00,Paid,04/21/2017 12:19:04,DETR,"4123 W MADISON Chicago, IL",41.8803508,-87.7291
03/02/2017 12:21:00,828,S,WABASH AV,ZY29917,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,FORD,$150.00,$300.00,$0.00,Paid,06/24/2017 11:23:02,DETR,"828 S WABASH AV Chicago, IL",41.8710778,-87.626255
03/02/2017 12:42:00,4117,W,MADISON,631S380,IL,TMP,0940060,PARK/STAND ON BICYCLE PATH,011,CADI,$150.00,$300.00,$300.00,Notice,05/16/2017 12:01:41,FINL,"4117 W MADISON Chicago, IL",41.8804503,-87.7287957
03/02/2017 13:34:00,111,W,WASHINGTON STREET,E743488,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,HYUN,$150.00,$300.00,$0.00,Dismissed,04/14/2017 14:35:33,VIOL,"111 W WASHINGTON STREET Chicago, IL",41.8828273,-87.6316716
03/02/2017 14:45:00,316,W,RANDOLPH,8455LY,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,500,LINC,$150.00,$300.00,$0.00,Dismissed,05/18/2017 11:17:57,VIOL,"316 W RANDOLPH Chicago, IL",41.8846838,-87.6360751
03/02/2017 14:56:00,426,W,RANDOLPH,363409D,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,500,CHEV,$150.00,$300.00,$0.00,Paid,05/02/2017 21:26:49,,"426 W RANDOLPH Chicago, IL",41.8844298,-87.6391219
03/02/2017 16:49:00,913,W,WASHINGTON BLVD,E976915,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,NISS,$150.00,$300.00,$0.00,Paid,05/04/2017 08:29:02,DETR,"913 W WASHINGTON BLVD Chicago, IL",41.88293,-87.6502098
03/03/2017 09:46:00,545,W,ROOSEVELT RD,X932694,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,CHEV,$150.00,$300.00,$0.00,Dismissed,04/24/2017 10:10:04,VIOL,"545 W ROOSEVELT RD Chicago, IL",41.866776,-87.6412022
03/03/2017 10:47:00,111,W,WASHINGTON STREET,Q776260,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,FORD,$150.00,$300.00,$150.00,Notice,06/17/2017 11:39:45,DETR,"111 W WASHINGTON STREET Chicago, IL",41.8828273,-87.6316716
03/03/2017 11:35:00,4034,W,MADISON,Q338572,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,011,JEEP,$150.00,$300.00,$0.00,Paid,03/25/2017 10:32:02,VIOL,"4034 W MADISON Chicago, IL",41.881087,-87.7269983
03/03/2017 12:30:00,2551,N,CLARK,A109349,IL,PAS,0940060,PARK/STAND ON BICYCLE PATH,0498,NISS,$150.00,$300.00,$0.00,Paid,03/08/2017 21:18:49,,"2551 N CLARK Chicago, IL",41.9293144,-87.6422364
