X,Y,field_1,Issue Date,Violation Location,License Plate Number,License Plate State,License Plate Type,Violation Code,Violation Description,Unit,Vehicle Make,Fine Level 1 Amount,Fine Level 2 Amount,Curr Amt Due,Ticket Queue,Ticket Queue Date,Notice Level,Hear Decision,bike block,Count,Latitude,Longitude
-87.6272778,41.8743808,782,7/28/2016 11:56,8 E HARRISON,350382D,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,MERZ,150,300,366,Notice,8/4/2016 1:30,SEIZ,N,TRUE,3,41.8743808,-87.6272778
-87.6272778,41.8743808,783,7/28/2016 11:53,8 E HARRISON,73310FF,IL,FFM,940060,PARK/STAND ON BICYCLE PATH,498,FORD,150,300,0,Dismissed,9/14/2016 10:05,VIOL,Y,TRUE,3,41.8743808,-87.6272778
-87.6642882,41.9465046,784,7/28/2016 13:34,3542 N SOUTHPORT AV,142NLP,WI,PAS,940060,PARK/STAND ON BICYCLE PATH,498,MERZ,150,300,0,Paid,8/26/2016 17:54,VIOL,N,TRUE,1,41.9465046,-87.6642882
-87.6640648,41.9485243,785,7/28/2016 13:47,3648 N SOUTHPORT,3564302,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,SUBA,150,300,0,Paid,7/29/2016 21:27,,N,TRUE,2,41.9485243,-87.6640648
-87.6596921,41.9694123,786,7/29/2016 20:37,4810 N BROADWAY ST,Y959381,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,CHRY,150,300,0,Paid,8/4/2016 21:21,,N,TRUE,1,41.9694123,-87.6596921
-87.6253045,41.8871782,787,7/29/2016 6:07,0 S MAC CHESNEY COURT,COCDOF,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,ROL,150,300,0,Dismissed,8/1/2016 21:17,,N,TRUE,8,41.8871782,-87.6253045
-87.6411863,41.882054,788,6/12/2016 16:40,15 N CLINTON,A832149,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,495,CADI,150,300,0,Paid,10/3/2016 9:40,DETR,N,TRUE,1,41.882054,-87.6411863
-87.6440608,41.8805041,789,6/22/2016 8:25,30 S DESPLAINES,9828993,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,495,FORD,150,300,0,Paid,8/2/2016 21:27,,N,TRUE,3,41.8805041,-87.6440608
-87.7743119,41.8880968,790,7/21/2016 16:52,5956 W LAKE,Z677488,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,15,PONT,150,300,366,Notice,8/4/2016 3:18,SEIZ,N,TRUE,1,41.8880968,-87.7743119
-87.6269485,41.8991408,791,8/1/2016 14:16,1225 N WABASH,R551736,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,HOND,150,300,0,Paid,9/13/2016 10:34,DETR,N,TRUE,1,41.8991408,-87.6269485
-87.634546,41.9053518,792,8/1/2016 10:22,1249 N WELLS,Z227543,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,NISS,150,300,0,Paid,8/6/2016 17:01,,N,TRUE,1,41.9053518,-87.634546
-87.6345454,41.9052137,793,8/1/2016 10:25,1243 N WELLS,E960274,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,BMW,150,300,366,Notice,8/4/2016 3:21,FINL,N,TRUE,2,41.9052137,-87.6345454
-87.6293575,41.8801362,794,7/29/2016 16:30,124 S DEARBORN ST,Q114102,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,MERZ,150,300,0,Paid,9/30/2016 11:26,DETR,N,TRUE,2,41.8801362,-87.6293575
-87.6376924,41.7628279,795,7/27/2016 19:32,513 W 72ND ST,175389,IL,HCP,940060,PARK/STAND ON BICYCLE PATH,212,DODG,150,300,118.95,Notice,8/11/2016 0:15,SEIZ,N,TRUE,1,41.7628279,-87.6376924
-87.6392909,41.8695375,796,7/31/2016 12:42,1036 S CANAL ST,CLASZ2,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,1,VOLK,150,300,0,Paid,8/19/2016 16:04,VIOL,N,TRUE,1,41.8695375,-87.6392909
-87.6623881,41.89499,797,8/2/2016 10:06,718 N NOBLE,P876608,IL,APP,940060,PARK/STAND ON BICYCLE PATH,498,MACK,150,300,0,Paid,8/19/2016 16:34,,N,TRUE,1,41.89499,-87.6623881
-87.663557,41.8899207,798,8/2/2016 11:08,1442 W HUBBARD,FP17857,IL,PFR,940060,PARK/STAND ON BICYCLE PATH,498,GMC,150,300,150,Define,8/3/2016 21:11,,N,TRUE,1,41.8899207,-87.663557
-87.681266,41.8575919,799,8/3/2016 8:25,2214 W 18TH ST,G636020,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,DODG,150,300,0,Paid,8/23/2016 17:59,VIOL,N,TRUE,1,41.8575919,-87.681266
-87.628392,41.8832315,800,8/3/2016 10:13,7 W WASHINGTON STREET,D430731,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,KIA,150,300,150,Define,8/4/2016 21:09,,N,TRUE,1,41.8832315,-87.628392
-87.6286276,41.8832317,801,8/4/2016 9:49,21 W WASHINGTON STREET,128635H,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,INTL,150,300,0,Paid,9/20/2016 11:22,VIOL,N,TRUE,8,41.8832317,-87.6286276
-87.6510606,41.9406556,802,8/4/2016 16:44,3223 N CLARK,GU5927,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Paid,9/15/2016 21:23,DETR,Y,TRUE,1,41.9406556,-87.6510606
-87.716753,41.862036,803,7/29/2016 20:38,3637 W DOUGLAS BLVD,S142155,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,2,CHEV,150,300,0,Paid,9/6/2016 12:59,VIOL,N,TRUE,1,41.862036,-87.716753
-87.7107787,41.862914,804,7/29/2016 20:53,3404 W DOUGLAS BLVD,R252716,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,2,GMC,150,300,0,Dismissed,9/29/2016 16:15,VIOL,Y,TRUE,1,41.862914,-87.7107787
-87.6225369,41.8845188,805,7/9/2016 9:49,180 E RANDOLPH,Q587776,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,495,TOYT,150,300,0,Paid,8/8/2016 21:34,,N,TRUE,1,41.8845188,-87.6225369
-87.6581559,41.8738066,806,7/14/2016 12:50,611 W HARRISON,Z669667,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,495,HOND,150,300,366,Notice,8/11/2016 2:57,SEIZ,N,TRUE,3,41.8738066,-87.6581559
-87.6563099,41.9636043,807,8/5/2016 12:07,4459 N BROADWAY,R693577,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Paid,8/19/2016 13:35,VIOL,N,TRUE,1,41.9636043,-87.6563099
-87.6259022,41.8705353,808,8/6/2016 16:59,901 S WABASH,A297163,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,HOND,150,300,0,Paid,9/3/2016 5:57,VIOL,N,TRUE,1,41.8705353,-87.6259022
-87.6258825,41.8696422,809,8/6/2016 20:51,1021 S WABASH,Q139751,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,SATR,150,300,0,Paid,8/12/2016 21:27,,N,TRUE,2,41.8696422,-87.6258825
-87.6573088,41.9646753,810,8/4/2016 19:15,4546 N BROADWAY ST,H551335,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,FORD,150,300,0,Paid,11/12/2016 14:01,DETR,Y,TRUE,1,41.9646753,-87.6573088
-87.6647425,41.8690864,811,8/4/2016 20:59,1513 W TAYLOR ST,V230992,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,LEXU,150,300,0,Paid,11/30/2016 23:29,FINL,N,TRUE,1,41.8690864,-87.6647425
-87.6253045,41.8871782,812,8/8/2016 6:03,0 S MAC CHESNEY COURT,COCDOF,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,ROL,150,300,0,Dismissed,8/9/2016 21:14,,N,TRUE,8,41.8871782,-87.6253045
-87.6440608,41.8805041,813,8/8/2016 12:31,30 S DESPLAINES ST,367LEL,IN,PAS,940060,PARK/STAND ON BICYCLE PATH,498,FORD,150,300,0,Paid,8/17/2016 21:21,VIOL,N,TRUE,2,41.8805041,-87.6440608
-87.6682906,41.9790698,814,8/8/2016 14:23,5334 N CLARK ST,TLG915,NE,PAS,940060,PARK/STAND ON BICYCLE PATH,498,HOND,150,300,150,Define,8/9/2016 21:10,,N,TRUE,1,41.9790698,-87.6682906
-87.6440608,41.8805041,815,8/8/2016 10:28,16 S DESPLAINES ST,N504787,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,JEEP,150,300,0,Paid,10/25/2016 21:22,FINL,N,TRUE,1,41.8805041,-87.6440608
-87.6440608,41.8805041,816,8/8/2016 10:29,18 S DESPLAINES ST,R158627,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,SUBA,150,300,0,Paid,8/11/2016 21:27,,N,TRUE,1,41.8805041,-87.6440608
-87.6423235,41.9279026,817,8/8/2016 12:56,2506 N CLARK,E843295,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Paid,9/8/2016 21:22,VIOL,N,TRUE,2,41.9279026,-87.6423235
-87.6476057,41.8904164,818,8/9/2016 12:13,447 N HALSTED ST,G503506,IN,TMP,940060,PARK/STAND ON BICYCLE PATH,498,MERZ,150,300,0,Paid,9/8/2016 15:53,,N,TRUE,1,41.8904164,-87.6476057
-87.6682906,41.9790698,819,8/9/2016 13:56,5334 N CLARK,Z116924,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,BMW,150,300,0,Paid,8/15/2016 21:26,,N,TRUE,1,41.9790698,-87.6682906
-87.6532073,41.9654554,820,8/9/2016 7:57,917 W WILSON AVE,N749635,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,MAZD,150,300,0,Paid,9/12/2016 17:01,VIOL,N,TRUE,1,41.9654554,-87.6532073
-87.69496,41.8990622,821,8/9/2016 12:36,2713 W AUGUSTA BOULEVARD,L652804,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,FORD,150,300,366,Notice,8/18/2016 0:43,FINL,N,TRUE,1,41.8990622,-87.69496
-87.6724245,41.8672328,822,8/5/2016 13:05,1850 W ROOSEVELT,Y736407,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,12,PONT,150,300,366,Notice,8/18/2016 1:21,FINL,N,TRUE,16,41.8672328,-87.6724245
-87.7193842,41.8771796,823,7/31/2016 11:47,3752 W JACKSON,E214233,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,11,FORD,150,300,0,Paid,10/14/2016 21:48,DETR,N,TRUE,1,41.8771796,-87.7193842
-87.634977,41.909175,824,8/6/2016 15:40,1450 N WELLS,E378398,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,18,BMW,150,300,0,Paid,10/10/2016 21:48,DETR,Y,TRUE,1,41.909175,-87.634977
-87.6151942,41.8650189,825,8/5/2016 22:40,670 E MCFETRIDGE,3427570,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,1,JEEP,150,300,0,Paid,8/26/2016 13:58,VIOL,N,TRUE,1,41.8650189,-87.6151942
-87.6187569,41.8420441,826,7/30/2016 16:25,300 E 29TH ST,H577392,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,1,DODG,150,300,0,Paid,10/18/2016 13:34,DETR,Y,TRUE,1,41.8420441,-87.6187569
-87.6512942,41.925163,827,8/11/2016 10:28,901 W FULLERTON AVE,R948128,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,FORD,150,300,0,Paid,9/20/2016 16:26,VIOL,N,TRUE,3,41.925163,-87.6512942
-87.6477243,41.8781639,828,8/11/2016 12:34,806 W JACKSON BOULEVARD,Y898907,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,HUMM,150,300,0,Paid,9/20/2016 14:10,DETR,N,TRUE,5,41.8781639,-87.6477243
-87.6263279,41.8918805,829,8/11/2016 12:37,44 E GRAND AVE,5327TX,IL,TXI,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Dismissed,11/17/2016 13:56,DETR,Y,TRUE,1,41.8918805,-87.6263279
-87.6701315,41.9030832,830,8/10/2016 19:36,1701 W DIVISION ST,L268407,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,KIA,150,300,0,Paid,8/17/2016 15:00,,N,TRUE,2,41.9030832,-87.6701315
-87.6694433,41.9033026,831,8/10/2016 20:35,1651 W DIVISION,Y948587,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,HOND,150,300,0,Dismissed,10/29/2016 7:17,DETR,Y,TRUE,1,41.9033026,-87.6694433
-87.673378,41.867125,832,8/9/2016 9:45,1852 W ROOSEVELT,6XTK810,CA,PAS,940060,PARK/STAND ON BICYCLE PATH,12,HYUN,150,300,0,Paid,9/30/2016 9:02,,N,TRUE,7,41.867125,-87.673378
-87.673468,41.867128,833,8/9/2016 9:47,1854 W ROOSEVELT,V864378,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,12,CHEV,150,300,0,Paid,9/21/2016 7:51,DETR,N,TRUE,8,41.867128,-87.673468
-87.7290051,41.8803626,834,8/9/2016 12:20,4121 W MADISON,E504977,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,11,ACUR,150,300,366,Notice,8/18/2016 3:40,FINL,N,TRUE,7,41.8803626,-87.7290051
-87.664056,41.889611,835,8/12/2016 9:46,1441 W HUBBARD,Q723452,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,JEEP,150,300,0,Paid,8/30/2016 23:40,VIOL,N,TRUE,1,41.889611,-87.664056
-87.7742163,41.8880938,836,8/10/2016 20:34,5952 W LAKE,Z541969,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,15,BUIC,150,300,366,Notice,8/18/2016 4:02,SEIZ,N,TRUE,1,41.8880938,-87.7742163
-87.6294967,41.8851597,837,8/15/2016 12:56,172 N DEARBORN ST,Q584556,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,CHEV,150,300,0,Paid,11/17/2016 14:10,SEIZ,N,TRUE,1,41.8851597,-87.6294967
-87.6441478,41.7724722,838,8/5/2016 17:15,754 W MARQUETTE,N301730,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,7,CHEV,150,300,300,Notice,8/25/2016 3:05,DLS,N,TRUE,1,41.7724722,-87.6441478
-87.6151942,41.8650189,839,8/5/2016 22:40,610 E MCFETRIDGE,6916593,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,1,JEEP,150,300,0,Dismissed,10/11/2016 13:49,VIOL,Y,TRUE,2,41.8650189,-87.6151942
-87.6288737,41.8920559,840,8/16/2016 6:58,16 W GRAND AVE,136694H,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,MITS,150,300,0,Paid,10/27/2016 21:20,DETR,N,TRUE,2,41.8920559,-87.6288737
-87.6440608,41.8805041,841,8/16/2016 14:55,20 S DESPLAINES ST,P552247,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,CHEV,150,300,366,Notice,8/25/2016 0:24,FINL,N,TRUE,4,41.8805041,-87.6440608
-87.6477904,41.8781547,842,8/16/2016 12:46,810 W JACKSON BOULEVARD,374R086,IL,TMP,940060,PARK/STAND ON BICYCLE PATH,498,NISS,150,300,0,Paid,10/21/2016 15:10,DETR,N,TRUE,6,41.8781547,-87.6477904
-87.6539591,41.9437044,843,8/4/2016 17:55,3400 N CLARK,Z406064,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,19,MAZD,150,300,0,Dismissed,11/6/2016 13:12,,N,TRUE,1,41.9437044,-87.6539591
-87.6682078,41.8579219,844,8/16/2016 19:49,1650 W 18TH ST,Q527139,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,CHEV,150,300,0,Paid,1/3/2017 16:38,SEIZ,N,TRUE,1,41.8579219,-87.6682078
-87.6348264,41.8800778,845,8/17/2016 14:33,115 S FRANKLIN ST,436TX,IL,TXI,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Paid,10/17/2016 13:50,VIOL,N,TRUE,1,41.8800778,-87.6348264
-87.6108272,41.8461749,846,8/16/2016 11:15,2641 S FT DEARBORN DR,Q448515,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,1,GMC,150,300,366,Notice,8/25/2016 1:45,SEIZ,N,TRUE,1,41.8461749,-87.6108272
-87.6500183,41.8779005,847,8/18/2016 12:53,904 W JACKSON BOULEVARD,1127486B,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,CHEV,150,300,0,Paid,9/25/2016 22:29,VIOL,N,TRUE,1,41.8779005,-87.6500183
-87.6349594,41.890481,848,8/18/2016 10:03,217 W ILLINOIS,20544388,GA,TMP,940060,PARK/STAND ON BICYCLE PATH,498,NISS,150,300,0,Paid,10/19/2016 14:22,DETR,N,TRUE,1,41.890481,-87.6349594
-87.6271321,41.8544398,849,8/18/2016 9:24,2049 S STATE ST,4171TX,IL,TXI,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,366,Notice,8/19/2016 21:08,FINL,N,TRUE,1,41.8544398,-87.6271321
-87.7072452,41.9169225,850,8/19/2016 13:59,1946 N KEDZIE AVE,147258H,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,INTL,150,300,0,Paid,9/7/2016 21:23,VIOL,N,TRUE,1,41.9169225,-87.7072452
-87.6284246,41.8916631,851,8/19/2016 13:12,4 W GRAND AVE,FP3231,IL,PFR,940060,PARK/STAND ON BICYCLE PATH,498,FTWD,150,300,150,Define,8/22/2016 21:09,,N,TRUE,1,41.8916631,-87.6284246
-87.7073784,41.9304523,852,8/20/2016 1:00,2709 N KEDZIE AVE,V450429,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,KIA,150,300,0,Paid,10/1/2016 8:45,VIOL,N,TRUE,1,41.9304523,-87.7073784
-87.650461,41.8828838,853,8/19/2016 16:19,917 W WASHINGTON BLVD,T787750,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,MERZ,150,300,300,Notice,8/25/2016 2:26,FINL,N,TRUE,5,41.8828838,-87.650461
-87.6572959,41.9646577,854,8/17/2016 19:38,4554 N BROADWAY ST,K803702,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,NISS,150,300,0,Paid,9/28/2016 21:21,VIOL,N,TRUE,2,41.9646577,-87.6572959
-87.6297248,41.8797828,855,8/22/2016 12:50,140 S DEARBORN ST,Q676544,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,NISS,150,300,0,Paid,9/25/2016 17:11,VIOL,N,TRUE,7,41.8797828,-87.6297248
-87.6596972,41.860571,856,8/22/2016 13:22,1550 S THROOP,S743106,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Dismissed,9/17/2016 12:25,,Y,TRUE,1,41.860571,-87.6596972
-87.6538114,41.9182823,857,8/22/2016 13:08,1006 W ARMITAGE AV,EXPE21,FL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,JEEP,150,300,0,Paid,10/21/2016 9:51,DETR,Y,TRUE,2,41.9182823,-87.6538114
-87.7611781,41.8801076,858,8/18/2016 15:32,5427 W MADISON,E805534,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,15,CHEV,150,300,366,Notice,9/1/2016 3:22,SEIZ,N,TRUE,3,41.8801076,-87.7611781
-87.7090982,41.8629214,859,8/17/2016 1:33,3328 W DOUGLASS BLVD,Z749567,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,10,JEEP,150,300,0,Paid,12/3/2016 10:29,FINL,N,TRUE,1,41.8629214,-87.7090982
-87.6311596,41.8819774,860,8/23/2016 9:41,106 W MADISON ST,Z740508,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,GMC,150,300,366,Notice,9/1/2016 0:23,SEIZ,N,TRUE,1,41.8819774,-87.6311596
-87.6403701,41.8744042,861,8/23/2016 10:57,521 W HARRISON,40988R,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,INTL,150,300,0,Paid,8/25/2016 10:10,,N,TRUE,1,41.8744042,-87.6403701
-87.6640758,41.9367523,862,8/23/2016 13:03,3015 N LINCOLN,Q406869,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,JEEP,150,300,366,Notice,9/1/2016 3:33,SEIZ,N,TRUE,2,41.9367523,-87.6640758
-87.662814,41.935752,863,8/23/2016 13:55,2961 N LINCOLN AV,E760946,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Paid,9/1/2016 14:41,,N,TRUE,1,41.935752,-87.662814
-87.673378,41.867125,864,8/22/2016 10:09,1852 W ROOSEVELT,H124638,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,12,DODG,150,300,0,Paid,12/16/2016 8:26,SEIZ,N,TRUE,7,41.867125,-87.673378
-87.6776206,41.9029406,865,8/14/2016 19:01,2005 W DIVISION,WPX693,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,12,CHEV,150,300,0,Paid,8/25/2016 21:29,,N,TRUE,1,41.9029406,-87.6776206
-87.7198439,41.8850813,866,8/21/2016 2:00,3751 W LAKE ST,Z6711367,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,11,CHEV,150,300,150,Define,8/25/2016 21:07,,N,TRUE,3,41.8850813,-87.7198439
-87.6477904,41.8781547,867,8/24/2016 9:20,810 W JACKSON BOULEVARD,S624208,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,GMC,150,300,0,Paid,9/16/2016 21:42,VIOL,N,TRUE,6,41.8781547,-87.6477904
-87.6286276,41.8832317,868,8/24/2016 10:21,21 W WASHINGTON STREET,Z992138,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,VOLK,150,300,0,Paid,11/15/2016 10:39,DETR,Y,TRUE,8,41.8832317,-87.6286276
-87.6558072,41.9628524,869,8/24/2016 9:35,4442 N BROADWAY,7562347,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,KIA,150,300,366,Notice,9/1/2016 3:32,SEIZ,N,TRUE,5,41.9628524,-87.6558072
-87.6350389,41.8796828,870,8/24/2016 14:40,125 S FRANKLIN ST,599TX,IL,TXI,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Dismissed,11/18/2016 15:24,VIOL,Y,TRUE,13,41.8796828,-87.6350389
-87.6795199,41.9700219,871,8/25/2016 14:14,4842 N DAMEN,P174738,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,JEEP,150,300,0,Paid,10/31/2016 14:39,DETR,N,TRUE,1,41.9700219,-87.6795199
-87.6639912,41.9463518,872,8/25/2016 14:46,3534 N SOUTHPORT AV,468YLV,TN,PAS,940060,PARK/STAND ON BICYCLE PATH,498,NISS,150,300,0,Paid,10/3/2016 18:04,VIOL,N,TRUE,1,41.9463518,-87.6639912
-87.6468728,41.8662779,873,8/21/2016 14:07,1231 S HALSTED,E272855,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,496,VOLK,150,300,0,Dismissed,10/13/2016 12:10,VIOL,Y,TRUE,7,41.8662779,-87.6468728
-87.673378,41.867125,874,8/24/2016 10:50,1852 W ROOSEVELT,S438123,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,12,FORD,150,300,0,Paid,9/9/2016 9:49,VIOL,N,TRUE,7,41.867125,-87.673378
-87.6316949,41.8832128,875,8/26/2016 7:05,115 W WASHINGTON BLVD,Q108602,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,CHEV,150,300,0,Paid,11/17/2016 15:15,FINL,N,TRUE,1,41.8832128,-87.6316949
-87.6296593,41.881569,876,8/26/2016 13:23,30 S DEARBORN ST,Z559139,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,IND,150,300,150,Define,8/29/2016 21:09,,N,TRUE,2,41.881569,-87.6296593
-87.6479403,41.8779389,877,8/26/2016 11:54,816 W JACKSON BOULEVARD,1353TX,IL,TXI,940060,PARK/STAND ON BICYCLE PATH,498,FORD,150,300,0,Paid,10/22/2016 9:56,DETR,Y,TRUE,2,41.8779389,-87.6479403
-87.6288551,41.8610738,878,8/26/2016 16:37,48 S DEARBORN ST,N717808,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,HOND,150,300,366,Notice,9/1/2016 3:07,FINL,N,TRUE,1,41.8610738,-87.6288551
-87.6517051,41.9179099,879,8/25/2016 18:49,917 W ARMITAGE,5094588,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,HOND,150,300,0,Paid,9/11/2016 21:15,VIOL,N,TRUE,1,41.9179099,-87.6517051
-87.6454356,41.9180454,880,8/25/2016 19:16,645 W ARMITAGE,BRPJ237,ON,PAS,940060,PARK/STAND ON BICYCLE PATH,502,NISS,150,300,150,Define,8/29/2016 21:11,,N,TRUE,1,41.9180454,-87.6454356
-87.6500977,41.9183193,881,8/25/2016 21:09,838 W ARMITAGE,R188094,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,502,TOYT,150,300,0,Paid,9/14/2016 9:42,VIOL,N,TRUE,1,41.9183193,-87.6500977
-87.6724245,41.8672328,882,8/18/2016 9:45,1850 W ROOSEVELT,7071463,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,12,TOYT,150,300,0,Paid,9/6/2016 20:28,VIOL,N,TRUE,16,41.8672328,-87.6724245
-87.6724245,41.8672328,883,8/18/2016 9:44,1850 W ROOSEVELT,E626883,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,12,NISS,150,300,0,Paid,9/4/2016 14:22,VIOL,N,TRUE,16,41.8672328,-87.6724245
-87.6293093,41.878156,884,8/29/2016 12:16,300 S DEARBORN ST,R811483,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Paid,11/21/2016 16:11,DETR,N,TRUE,1,41.878156,-87.6293093
-87.634349,41.911508,885,8/29/2016 11:09,1611 N WELLS ST,126621F,IL,TRK,940060,PARK/STAND ON BICYCLE PATH,498,FLNR,150,300,366,Notice,9/1/2016 3:16,SEIZ,N,TRUE,1,41.911508,-87.634349
-87.6347302,41.9118422,886,8/29/2016 11:16,1629 N WELLS ST,45310ZT,IL,TRS,940060,PARK/STAND ON BICYCLE PATH,498,FLNR,150,300,0,Paid,9/1/2016 21:25,,N,TRUE,1,41.9118422,-87.6347302
-87.627137,41.8546881,887,8/29/2016 16:14,2034 S STATE ST,R136786,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,LEXU,150,300,0,Paid,12/6/2016 12:01,,N,TRUE,2,41.8546881,-87.627137
-87.6575595,41.8900063,888,8/30/2016 13:51,1211 W HUBBARD,DL6098F,IL,DLC,940060,PARK/STAND ON BICYCLE PATH,498,TOYT,150,300,0,Paid,9/22/2016 10:58,VIOL,N,TRUE,1,41.8900063,-87.6575595
-87.6488418,41.8900701,889,7/18/2016 13:12,833 W HUBBARD ST,33362R,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,12,VOLV,150,300,150,Define,9/1/2016 21:07,,N,TRUE,1,41.8900701,-87.6488418
-87.6219581,41.8917789,890,8/26/2016 19:43,228 E GRAND,H289604,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,211,NISS,150,300,0,Dismissed,10/13/2016 10:27,,Y,TRUE,1,41.8917789,-87.6219581
-88.2032112,41.8890664,891,8/26/2016 19:46,226 E GRAND,Y986492,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,211,HOND,150,300,0,Paid,9/19/2016 13:50,VIOL,N,TRUE,1,41.8890664,-88.2032112
-87.6484455,41.9061166,892,8/31/2016 12:43,1332 N HALSTED ST,V986675,IL,PAS,940060,PARK/STAND ON BICYCLE PATH,498,LNDR,150,300,0,Paid,11/9/2016 21:23,VIOL,N,TRUE,1,41.9061166,-87.6484455
