X,Y,Service Request No,Description,Type Code,Created Date,Location,Address,Latitude,Longitude
-87.66685,41.8807664,17-01980708,- Sunday - 10:00 AM,Vehicle Parked in a Bike Lane,6-Apr-17,1606 W OGDEN AVE,"1606 W OGDEN AVE , Chicago, IL",41.8807664,-87.66685
-87.652766,41.882593,17-01988987,"- Monday,Tuesday,Wednesday,Thursday,Friday - 12:00 PM - FedEx and UPS are frequent violators",Vehicle Parked in a Bike Lane,6-Apr-17,1015 W WASHINGTON BLVD,"1015 W WASHINGTON BLVD , Chicago, IL",41.882593,-87.652766
-87.6724245,41.8672328,17-01989082,#NAME?,Vehicle Parked in a Bike Lane,6-Apr-17,1850 W ROOSEVELT RD,"1850 W ROOSEVELT RD , Chicago, IL",41.8672328,-87.6724245
-87.6643075,41.921931,17-01989414,"- Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 6:00 PM - This is a popular pizza joint called Pequods and it is on an intersection without a parking lot and I bike past it every evening with at least 2 parked cars in the bike lane forcing me",Vehicle Parked in a Bike Lane,6-Apr-17,2207 N CLYBOURN AVE,"2207 N CLYBOURN AVE , Chicago, IL",41.921931,-87.6643075
-87.6793826,41.8230374,17-01990343,"- Monday,Tuesday,Wednesday,Thursday,Friday - 8:00 AM - M-F 7:30AM -8:30 AM 2:30PM - 4:30PM",Vehicle Parked in a Bike Lane,6-Apr-17,2242 W PERSHING RD,"2242 W PERSHING RD , Chicago, IL",41.8230374,-87.6793826
-87.635125,41.9142692,17-01990784,#NAME?,Vehicle Parked in a Bike Lane,6-Apr-17,1746 N WELLS ST,"1746 N WELLS ST , Chicago, IL",41.9142692,-87.635125
-87.6658187,41.9164961,17-01991398,"- Monday,Tuesday,Wednesday,Thursday,Friday - 5:00 PM",Vehicle Parked in a Bike Lane,6-Apr-17,1519 W CORTLAND ST,"1519 W CORTLAND ST , Chicago, IL",41.9164961,-87.6658187
-87.7257443,41.9578561,17-01995767,#NAME?,Vehicle Parked in a Bike Lane,6-Apr-17,4242 N ELSTON AVE,"4242 N ELSTON AVE , Chicago, IL",41.9578561,-87.7257443
-87.7340172,41.9636074,17-01995836,"- Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 8:00 AM",Vehicle Parked in a Bike Lane,6-Apr-17,4558 N ELSTON AVE,"4558 N ELSTON AVE , Chicago, IL",41.9636074,-87.7340172
-87.6471871,41.8743604,17-01997096,#NAME?,Vehicle Parked in a Bike Lane,6-Apr-17,600 S HALSTED ST,"600 S HALSTED ST , Chicago, IL",41.8743604,-87.6471871
-87.6348784,41.8790688,17-01997483,- Thursday - 11:00 AM - it happens all the time - counted 6 times today between 9am and 5 pm,Vehicle Parked in a Bike Lane,6-Apr-17,235 S FRANKLIN ST,"235 S FRANKLIN ST , Chicago, IL",41.8790688,-87.6348784
-87.6674515,41.8802504,17-02009913,#NAME?,Vehicle Parked in a Bike Lane,7-Apr-17,1630 W OGDEN AVE,"1630 W OGDEN AVE , Chicago, IL",41.8802504,-87.6674515
-87.6500968,41.882834,17-02011621,"- ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 11:00 AM",Vehicle Parked in a Bike Lane,7-Apr-17,901 W WASHINGTON BLVD,"901 W WASHINGTON BLVD , Chicago, IL",41.882834,-87.6500968
-87.6479481,41.8719123,17-02011883,#NAME?,Vehicle Parked in a Bike Lane,7-Apr-17,750 S HALSTED ST,"750 S HALSTED ST , Chicago, IL",41.8719123,-87.6479481
-87.6489415,41.8900676,17-02012620,"- Monday,Tuesday,Wednesday,Thursday,Friday - 9:00 AM - Construction workers are continuously parking in the bike lane. It's so bad that Google Maps even has them parking in the bike lane. https://www.google.com/maps/@41.8900554,-87.648981,3a,75y,2.86h,87.",Vehicle Parked in a Bike Lane,7-Apr-17,835 W HUBBARD ST,"835 W HUBBARD ST , Chicago, IL",41.8900676,-87.6489415
-87.6489415,41.8900676,17-02012627,"- Monday,Tuesday,Wednesday,Thursday,Friday - 5:00 PM - Construction workers are continuously parking in the bike lane. It's so bad that Google Maps even has them parking in the bike lane. https://www.google.com/maps/@41.8900554,-87.648981,3a,75y,2.86h,87.",Vehicle Parked in a Bike Lane,7-Apr-17,835 W HUBBARD ST,"835 W HUBBARD ST , Chicago, IL",41.8900676,-87.6489415
-87.7340172,41.9636074,17-02012710,#NAME?,Vehicle Parked in a Bike Lane,7-Apr-17,4558 N ELSTON AVE,"4558 N ELSTON AVE , Chicago, IL",41.9636074,-87.7340172
-87.7314989,41.9618372,17-02012795,#NAME?,Vehicle Parked in a Bike Lane,7-Apr-17,4454 N ELSTON AVE,"4454 N ELSTON AVE , Chicago, IL",41.9618372,-87.7314989
-87.6349667,41.9081389,17-02016472,"- Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 9:00 AM - There are at least 6 trucks offloading kegs and clean sheets to bars and hotels on this one block stretch. I bike past it every morning and every morning these trucks are parked in the",Vehicle Parked in a Bike Lane,7-Apr-17,1414 N WELLS ST,"1414 N WELLS ST , Chicago, IL",41.9081389,-87.6349667
-87.6712429,41.9261176,17-02016635,"- Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 9:30 AM - there is a car wash here that usually has a line of 5-10 cars all parked in the bike lane waiting to have there car cleaned. This forces me to enter the car lane putting my life in dan",Vehicle Parked in a Bike Lane,7-Apr-17,2452 N CLYBOURN AVE,"2452 N CLYBOURN AVE , Chicago, IL",41.9261176,-87.6712429
-87.7340172,41.9636074,17-02017175,"- Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 11:00 AM - Car wash using bicycle lane to queue traffic - also placed a sign in bike lane",Vehicle Parked in a Bike Lane,7-Apr-17,4558 N ELSTON AVE,"4558 N ELSTON AVE , Chicago, IL",41.9636074,-87.7340172
-87.7314989,41.9618372,17-02017230,"- Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 11:00 AM - Car wash business using bicycle lane to queue cars to enter wash - all the time - queue can be blocks long. also placing a business in the bicycle lane directing cars to use bicycle l",Vehicle Parked in a Bike Lane,7-Apr-17,4454 N ELSTON AVE,"4454 N ELSTON AVE , Chicago, IL",41.9618372,-87.7314989
-87.6410865,41.8788668,17-02017611,- Friday - 1:10 PM - http://twitter.com/ClintonBikeLn/status/850410647796011010,Vehicle Parked in a Bike Lane,7-Apr-17,233 S CLINTON ST,"233 S CLINTON ST , Chicago, IL",41.8788668,-87.6410865
-87.635358,41.8832078,17-02024180,- Thursday - 5:25 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170406_172535s.jpg,Vehicle Parked in a Bike Lane,7-Apr-17,101 N FRANKLIN ST,"101 N FRANKLIN ST , Chicago, IL",41.8832078,-87.635358
-87.6350389,41.8796828,17-02024205,- Friday - 5:00 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170407_165933s.jpg,Vehicle Parked in a Bike Lane,7-Apr-17,125 S FRANKLIN ST,"125 S FRANKLIN ST , Chicago, IL",41.8796828,-87.6350389
-87.6353707,41.8838711,17-02024222,- Friday - 5:00 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170407_165933s.jpg,Vehicle Parked in a Bike Lane,7-Apr-17,125 N FRANKLIN ST,"125 N FRANKLIN ST , Chicago, IL",41.8838711,-87.6353707
-87.6353707,41.8838711,17-02024223,- Friday - 5:00 PM - https://XXXXXXXXX.XXX,Vehicle Parked in a Bike Lane,7-Apr-17,125 N FRANKLIN ST,"125 N FRANKLIN ST , Chicago, IL",41.8838711,-87.6353707
-87.635358,41.8832078,17-02024225,- Thursday - 5:35 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170406_172535s.jpg,Vehicle Parked in a Bike Lane,7-Apr-17,101 N FRANKLIN ST,"101 N FRANKLIN ST , Chicago, IL",41.8832078,-87.635358
-87.6353707,41.8838711,17-02024255,- Friday - 5:00 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170407_165955s.jpg,Vehicle Parked in a Bike Lane,7-Apr-17,125 N FRANKLIN ST,"125 N FRANKLIN ST , Chicago, IL",41.8838711,-87.6353707
-87.646007,41.842211,17-02024823,"- ,Monday,Tuesday,Wednesday,Thursday,Friday - 8:00 AM - Glass factory trucks consistently block bike and sidewalk and some of the car lane at 8am and 6pm.",Vehicle Parked in a Bike Lane,7-Apr-17,2843 S HALSTED ST,"2843 S HALSTED ST , Chicago, IL",41.842211,-87.646007
-87.6445237,41.889408,17-02025819,#NAME?,Vehicle Parked in a Bike Lane,7-Apr-17,405 N MILWAUKEE AVE,"405 N MILWAUKEE AVE , Chicago, IL",41.889408,-87.6445237
-87.6670974,41.8805488,17-02034981,- Sunday - 12:00 PM,Vehicle Parked in a Bike Lane,8-Apr-17,1616 W OGDEN AVE,"1616 W OGDEN AVE , Chicago, IL",41.8805488,-87.6670974
-87.6316716,41.8828273,17-02036898,#NAME?,Vehicle Parked in a Bike Lane,8-Apr-17,111 W WASHINGTON ST,"111 W WASHINGTON ST , Chicago, IL",41.8828273,-87.6316716
-87.6898439,41.899083,17-02038719,- Saturday - 11:00 AM - the car wash at this address has six to ten cars lined up parked in the bike path on Augusta blvd any time the weather is nice- this forces anyone on a bike into the vehicle lane.,Vehicle Parked in a Bike Lane,8-Apr-17,2509 W AUGUSTA BLVD,"2509 W AUGUSTA BLVD , Chicago, IL",41.899083,-87.6898439
-87.6316716,41.8828273,17-02039784,- Friday - 7:27 AM - Fed ex truck Illinois license# 363066. Fed ex id number 38831,Vehicle Parked in a Bike Lane,8-Apr-17,111 W WASHINGTON ST,"111 W WASHINGTON ST , Chicago, IL",41.8828273,-87.6316716
-87.6792239,41.9433929,17-02040106,- Saturday - 12:00 PM,Vehicle Parked in a Bike Lane,8-Apr-17,2016 W ROSCOE ST,"2016 W ROSCOE ST , Chicago, IL",41.9433929,-87.6792239
-87.7340172,41.9636074,17-02042541,- Saturday - 11:35 AM - Long line of cars (5-6) in bike lane by car wash,Vehicle Parked in a Bike Lane,8-Apr-17,4558 N ELSTON AVE,"4558 N ELSTON AVE , Chicago, IL",41.9636074,-87.7340172
-87.7314989,41.9618372,17-02042542,- Saturday - 11:35 AM - Long line of cars (10-12) in bike lane by car wash,Vehicle Parked in a Bike Lane,8-Apr-17,4454 N ELSTON AVE,"4454 N ELSTON AVE , Chicago, IL",41.9618372,-87.7314989
-87.6666933,41.8809004,17-02042763,Sunday - 4:00 PM - Here to Monroe,Vehicle Parked in a Bike Lane,8-Apr-17,1600 W OGDEN AVE,"1600 W OGDEN AVE , Chicago, IL",41.8809004,-87.6666933
-87.6952984,41.902657,17-02044207,#NAME?,Vehicle Parked in a Bike Lane,8-Apr-17,2721 W DIVISION ST,"2721 W DIVISION ST , Chicago, IL",41.902657,-87.6952984
-87.6674515,41.8802504,17-02052026,#NAME?,Vehicle Parked in a Bike Lane,8-Apr-17,1630 W OGDEN AVE,"1630 W OGDEN AVE , Chicago, IL",41.8802504,-87.6674515
-87.6669488,41.8806794,17-02059925,#NAME?,Vehicle Parked in a Bike Lane,9-Apr-17,1610 W OGDEN AVE,"1610 W OGDEN AVE , Chicago, IL",41.8806794,-87.6669488
-87.6671964,41.8804621,17-02062158,#NAME?,Vehicle Parked in a Bike Lane,9-Apr-17,1620 W OGDEN AVE,"1620 W OGDEN AVE , Chicago, IL",41.8804621,-87.6671964
-87.6327583,41.8891855,17-02067394,- Tuesday - 8:18 AM - An Uber car was illegally blocking the bicycle lane at 8:18AM on 4/4/2017. The license plate is IL Q63 6855. I made a courtesy stop to explain to the driver that he was standing in a bicycle lane and that it was against the law. I ha,Vehicle Parked in a Bike Lane,9-Apr-17,145 W KINZIE ST,"145 W KINZIE ST , Chicago, IL",41.8891855,-87.6327583
-87.6461986,41.8527891,17-02072157,#NAME?,Vehicle Parked in a Bike Lane,9-Apr-17,2149 S HALSTED ST,"2149 S HALSTED ST , Chicago, IL",41.8527891,-87.6461986
-87.670637,41.8663982,17-02087525,#NAME?,Vehicle Parked in a Bike Lane,10-Apr-17,1747 W ROOSEVELT RD,"1747 W ROOSEVELT RD , Chicago, IL",41.8663982,-87.670637
-87.724164,41.8853211,17-02110127,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday - cta vans blocking the bike lanes, everyday - 7:38 AM",Vehicle Parked in a Bike Lane,11-Apr-17,3920 W LAKE ST,"3920 W LAKE ST , Chicago, IL",41.8853211,-87.724164
-87.6599096,41.9059083,17-02113820,#NAME?,Vehicle Parked in a Bike Lane,11-Apr-17,1308 N ELSTON AVE,"1308 N ELSTON AVE , Chicago, IL",41.9059083,-87.6599096
-87.6364728,41.884105,17-02116439,#NAME?,Vehicle Parked in a Bike Lane,11-Apr-17,123 N WACKER DR,"123 N WACKER DR , Chicago, IL",41.884105,-87.6364728
-87.6389792,41.8740424,17-02116497,#NAME?,Vehicle Parked in a Bike Lane,11-Apr-17,433 W HARRISON ST,"433 W HARRISON ST , Chicago, IL",41.8740424,-87.6389792
-87.6793164,41.9263273,17-02116697,#NAME?,Vehicle Parked in a Bike Lane,11-Apr-17,2459 N ELSTON AVE,"2459 N ELSTON AVE , Chicago, IL",41.9263273,-87.6793164
-87.6415747,41.8891679,17-02117789,"- Monday,Tuesday,Wednesday,Thursday,Friday - 8:00 AM - Blocking the bike lane on the north side of the street during morning rush.",Vehicle Parked in a Bike Lane,11-Apr-17,556 W KINZIE ST,"556 W KINZIE ST , Chicago, IL",41.8891679,-87.6415747
-87.6465973,41.9352215,17-02118408,- Tuesday - 1:00 PM - Multiple food/beer delivery trucks parked in bike lanes despite ample curb space.,Vehicle Parked in a Bike Lane,11-Apr-17,2911 N CLARK ST,"2911 N CLARK ST , Chicago, IL",41.9352215,-87.6465973
-87.652766,41.882593,17-02120395,"- ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday - 2:30 PM - 3 vehicles parked in front of building. All loading zone parking on both side of street as well as south side.",Vehicle Parked in a Bike Lane,11-Apr-17,1017 W WASHINGTON BLVD,"1017 W WASHINGTON BLVD , Chicago, IL",41.882593,-87.652766
-87.738882,41.9335876,17-02123271,"- ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 5:00 PM - The car is parked past my handicapped pole in the front of my spot facing west. There was no other option to report this but this option of bike path being the closet please respond",Vehicle Parked in a Bike Lane,11-Apr-17,4452 W GEORGE ST,"4452 W GEORGE ST , Chicago, IL",41.9335876,-87.738882
-87.6674515,41.8802504,17-02124187,#NAME?,Vehicle Parked in a Bike Lane,11-Apr-17,1630 W OGDEN AVE,"1630 W OGDEN AVE , Chicago, IL",41.8802504,-87.6674515
-87.6899099,41.8990937,17-02124278,"- Monday,Tuesday,Wednesday,Thursday - 10:00 AM - Earlybird special at carwash at this location creates a line that blocks the bike lane",Vehicle Parked in a Bike Lane,11-Apr-17,2511 W AUGUSTA BLVD,"2511 W AUGUSTA BLVD , Chicago, IL",41.8990937,-87.6899099
-87.6350389,41.8796828,17-02124886,- Tuesday - 4:05 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170411_160521s.jpg,Vehicle Parked in a Bike Lane,11-Apr-17,125 S FRANKLIN ST,"125 S FRANKLIN ST , Chicago, IL",41.8796828,-87.6350389
-87.6407961,41.8835142,17-02128599,"- Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday - 11:30 AM - Car drivers constantly make illegal left turns across the bike lane from Clinton Street onto Washington St. There is a sign stating ""Left Turn on Green Arrow Only"" that is rarely obey",Vehicle Parked in a Bike Lane,11-Apr-17,105 N CLINTON ST,"105 N CLINTON ST , Chicago, IL",41.8835142,-87.6407961
-87.6322579,41.854543,17-02132261,- Tuesday - 9:00 PM - Casino bus unloading passengers while parked in bike lane,Vehicle Parked in a Bike Lane,11-Apr-17,2100 S ARCHER AVE,"2100 S ARCHER AVE , Chicago, IL",41.854543,-87.6322579
-87.6965324,41.9060482,17-02135330,"- Monday,Tuesday,Wednesday,Thursday,Friday - 6:00 AM",Vehicle Parked in a Bike Lane,12-Apr-17,1343 N CALIFORNIA AVE,"1343 N CALIFORNIA AVE , Chicago, IL",41.9060482,-87.6965324
-87.6298721,41.88606,17-02136061,"- Monday,Tuesday - 7:15 AM - I've observed cars parked here both days so far this week on my way to work, but I'm sure they're there other times as well!",Vehicle Parked in a Bike Lane,12-Apr-17,200 N DEARBORN ST,"200 N DEARBORN ST , Chicago, IL",41.88606,-87.6298721
-87.6518249,41.8748836,17-02137712,#NAME?,Vehicle Parked in a Bike Lane,12-Apr-17,450 S MORGAN ST,"450 S MORGAN ST , Chicago, IL",41.8748836,-87.6518249
-87.6251463,41.8582464,17-02138141,"- Monday,Tuesday,Wednesday,Thursday,Friday - 09:00 AM",Vehicle Parked in a Bike Lane,12-Apr-17,1725 S WABASH AVE,"1725 S WABASH AVE , Chicago, IL",41.8582464,-87.6251463
-87.6350389,41.8796828,17-02142804,- Wednesday - 12:05 PM - 4 taxis staging in bike lane,Vehicle Parked in a Bike Lane,12-Apr-17,125 S FRANKLIN ST,"125 S FRANKLIN ST , Chicago, IL",41.8796828,-87.6350389
-87.6353037,41.8864043,17-02142806,- Wednesday - 12:10 PM - 3 taxis staging in bike lane,Vehicle Parked in a Bike Lane,12-Apr-17,231 N FRANKLIN ST,"231 N FRANKLIN ST , Chicago, IL",41.8864043,-87.6353037
-87.6422514,41.8888771,17-02145962,"- ,Wednesday - 3:35 PM",Vehicle Parked in a Bike Lane,12-Apr-17,567 W KINZIE ST,"567 W KINZIE ST , Chicago, IL",41.8888771,-87.6422514
-87.6366167,41.8828444,17-02146422,- Wednesday - 04:00 PM - Chicago Trolley trolley blocking entry into Washington protected bike lane in front of McDonald's.,Vehicle Parked in a Bike Lane,12-Apr-17,29 N WACKER DR,"29 N WACKER DR , Chicago, IL",41.8828444,-87.6366167
-87.6350389,41.8796828,17-02148447,"- Monday,Tuesday,Wednesday,Thursday,Friday - 8:00 AM",Vehicle Parked in a Bike Lane,12-Apr-17,125 S FRANKLIN ST,"125 S FRANKLIN ST , Chicago, IL",41.8796828,-87.6350389
-87.641658,41.883722,17-02168541,"- Thursday - 9:20 AM - An Uber (IL E53 2597) crossed through the taxi waiting line into the bike lane, parked, then sped down the lane to the traffic light and made a left turn against the turning arrow on Washington.",Vehicle Parked in a Bike Lane,13-Apr-17,112 N CLINTON ST,"112 N CLINTON ST , Chicago, IL",41.883722,-87.641658
-87.6733023,41.9226456,17-02171052,#NAME?,Vehicle Parked in a Bike Lane,13-Apr-17,2241 N ELSTON AVE,"2241 N ELSTON AVE , Chicago, IL",41.9226456,-87.6733023
-87.6800622,41.9275875,17-02171057,- Wednesday - 5:30 PM - 3 car carrier trailers were parked in the bike lane in front of the dealership,Vehicle Parked in a Bike Lane,13-Apr-17,2501 N ELSTON AVE,"2501 N ELSTON AVE , Chicago, IL",41.9275875,-87.6800622
-87.6666933,41.8809004,17-02176386,#NAME?,Vehicle Parked in a Bike Lane,13-Apr-17,1600 W OGDEN AVE,"1600 W OGDEN AVE , Chicago, IL",41.8809004,-87.6666933
-87.6778137,41.9089613,17-02181262,#NAME?,Vehicle Parked in a Bike Lane,13-Apr-17,1520 N DAMEN AVE,"1520 N DAMEN AVE , Chicago, IL",41.9089613,-87.6778137
-87.6464289,41.8434758,17-02196068,- Thursday - 9:00 AM - Truck blocking bike lane and sidewalk,Vehicle Parked in a Bike Lane,14-Apr-17,2800 S HALSTED ST,"2800 S HALSTED ST , Chicago, IL",41.8434758,-87.6464289
-87.6267536,41.8536795,17-02199778,- Friday - 9:00 AM - Truck parked in bike lane even though there is ample street parking available,Vehicle Parked in a Bike Lane,14-Apr-17,2113 S STATE ST,"2113 S STATE ST , Chicago, IL",41.8536795,-87.6267536
-87.6345298,41.9141929,17-02204416,- Friday - 10:45 AM - Fed Ex truck license plate 126621F,Vehicle Parked in a Bike Lane,14-Apr-17,1745 N WELLS ST,"1745 N WELLS ST , Chicago, IL",41.9141929,-87.6345298
-87.6680886,41.9035195,17-02232860,- Friday - 5:00 PM,Vehicle Parked in a Bike Lane,15-Apr-17,1612 W DIVISION ST,"1612 W DIVISION ST , Chicago, IL",41.9035195,-87.6680886
-87.6898439,41.899083,17-02234961,- Saturday - 2:00 PM - the car wash has multiple cars waiting for a wash parked in the bike lane- this forces cyclists into the traffic lane and forces cars to squeeze by,Vehicle Parked in a Bike Lane,15-Apr-17,2509 W AUGUSTA BLVD,"2509 W AUGUSTA BLVD , Chicago, IL",41.899083,-87.6898439
-87.6671964,41.8804621,17-02235828,Sunday - 3:00 PM,Vehicle Parked in a Bike Lane,15-Apr-17,1620 W OGDEN AVE,"1620 W OGDEN AVE , Chicago, IL",41.8804621,-87.6671964
-87.6991324,41.8844657,17-02237679,#NAME?,Vehicle Parked in a Bike Lane,15-Apr-17,2900 W LAKE ST,"2900 W LAKE ST , Chicago, IL",41.8844657,-87.6991324
-87.6671964,41.8804621,17-02243235,- Sunday - 10:15 AM - 8 or 9 cars,Vehicle Parked in a Bike Lane,15-Apr-17,1620 W OGDEN AVE,"1620 W OGDEN AVE , Chicago, IL",41.8804621,-87.6671964
-87.6671964,41.8804621,17-02251156,#NAME?,Vehicle Parked in a Bike Lane,16-Apr-17,1620 W OGDEN AVE,"1620 W OGDEN AVE , Chicago, IL",41.8804621,-87.6671964
-87.6674515,41.8802504,17-02255888,- Sunday - 4:00 PM,Vehicle Parked in a Bike Lane,16-Apr-17,1630 W OGDEN AVE,"1630 W OGDEN AVE , Chicago, IL",41.8802504,-87.6674515
-87.6674515,41.8802504,17-02263183,#NAME?,Vehicle Parked in a Bike Lane,17-Apr-17,1630 W OGDEN AVE,"1630 W OGDEN AVE , Chicago, IL",41.8802504,-87.6674515
-87.6658187,41.9164961,17-02269514,"- Monday,Tuesday,Wednesday,Thursday,Friday - 10:00 AM - Multiple cars parked in eastbound (south side of street) Cortland bike lane daily.",Vehicle Parked in a Bike Lane,17-Apr-17,1519 W CORTLAND ST,"1519 W CORTLAND ST , Chicago, IL",41.9164961,-87.6658187
-87.7314989,41.9618372,17-02269635,#NAME?,Vehicle Parked in a Bike Lane,17-Apr-17,4454 N ELSTON AVE,"4454 N ELSTON AVE , Chicago, IL",41.9618372,-87.7314989
-87.6495279,41.9263108,17-02272583,- Monday - 11:22 AM - Photo available upon to xxxxxxxx@xxxxx.xxx,Vehicle Parked in a Bike Lane,17-Apr-17,2429 N LINCOLN AVE,"2429 N LINCOLN AVE , Chicago, IL",41.9263108,-87.6495279
-87.6478474,41.908052,17-02272921,#NAME?,Vehicle Parked in a Bike Lane,17-Apr-17,1457 N HALSTED ST,"1457 N HALSTED ST , Chicago, IL",41.908052,-87.6478474
-87.6478474,41.908052,17-02272980,#NAME?,Vehicle Parked in a Bike Lane,17-Apr-17,1457 N HALSTED ST,"1457 N HALSTED ST , Chicago, IL",41.908052,-87.6478474
-87.6451893,41.9227013,17-02274856,- Monday - 6:00 PM,Vehicle Parked in a Bike Lane,17-Apr-17,2240 N LINCOLN AVE,"2240 N LINCOLN AVE , Chicago, IL",41.9227013,-87.6451893
-87.6327897,41.8828891,17-02295266,"TEST - DO NOT PROCESS - 
 Monday - 8:30 AM - delivery truck",Vehicle Parked in a Bike Lane,18-Apr-17,30 N LA SALLE ST,"30 N LA SALLE ST , Chicago, IL",41.8828891,-87.6327897
-87.6464289,41.8434758,17-02295275,#NAME?,Vehicle Parked in a Bike Lane,18-Apr-17,2800 S HALSTED ST,"2800 S HALSTED ST , Chicago, IL",41.8434758,-87.6464289
-87.6327897,41.8828891,17-02295330,- Saturday - 9:00 AM - TEST - DO NOT PROCESS REQUEST,Vehicle Parked in a Bike Lane,18-Apr-17,30 N LA SALLE ST,"30 N LA SALLE ST , Chicago, IL",41.8828891,-87.6327897
-87.7618024,41.9690834,17-02295332,#NAME?,Vehicle Parked in a Bike Lane,18-Apr-17,4852 N MILWAUKEE AVE,"4852 N MILWAUKEE AVE , Chicago, IL",41.9690834,-87.7618024
-87.6569843,41.9023288,17-02296870,#NAME?,Vehicle Parked in a Bike Lane,18-Apr-17,1111 N ELSTON AVE,"1111 N ELSTON AVE , Chicago, IL",41.9023288,-87.6569843
-87.6793164,41.9263273,17-02297093,#NAME?,Vehicle Parked in a Bike Lane,18-Apr-17,2459 N ELSTON AVE,"2459 N ELSTON AVE , Chicago, IL",41.9263273,-87.6793164
-87.6317346,41.883213,17-02297168,#NAME?,Vehicle Parked in a Bike Lane,18-Apr-17,121 W WASHINGTON ST,"121 W WASHINGTON ST , Chicago, IL",41.883213,-87.6317346
-87.642977,41.874357,17-02298550,#NAME?,Vehicle Parked in a Bike Lane,18-Apr-17,621 W HARRISON ST,"621 W HARRISON ST , Chicago, IL",41.874357,-87.642977
-87.6394525,41.8743953,17-02298552,#NAME?,Vehicle Parked in a Bike Lane,18-Apr-17,417 W HARRISON ST,"417 W HARRISON ST , Chicago, IL",41.8743953,-87.6394525
-87.6316716,41.8828273,17-02299401,#NAME?,Vehicle Parked in a Bike Lane,18-Apr-17,111 W WASHINGTON ST,"111 W WASHINGTON ST , Chicago, IL",41.8828273,-87.6316716
-87.644529,41.878922,17-02301799,- Tuesday - 11:59 AM - several cars parked in the bike land in front of 210 s Desplaines,Vehicle Parked in a Bike Lane,18-Apr-17,210 S DESPLAINES ST,"210 S DESPLAINES ST , Chicago, IL",41.878922,-87.644529
-87.647807,41.887079,17-02302175,#NAME?,Vehicle Parked in a Bike Lane,18-Apr-17,306 N HALSTED ST,"306 N HALSTED ST , Chicago, IL",41.887079,-87.647807
-87.635358,41.8832078,17-02307586,- Tuesday - 4:18 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170418_164557s.jpg,Vehicle Parked in a Bike Lane,18-Apr-17,101 N FRANKLIN ST,"101 N FRANKLIN ST , Chicago, IL",41.8832078,-87.635358
-87.6991324,41.8844657,17-02307938,- Tuesday - 3:00 PM - cop blocking bike lane at sandwich shop +1 car,Vehicle Parked in a Bike Lane,18-Apr-17,2900 W LAKE ST,"2900 W LAKE ST , Chicago, IL",41.8844657,-87.6991324
-87.7602401,41.9679641,17-02309021,"- Monday,Tuesday,Wednesday,Thursday,Friday - 5:00 PM - 3-7pm",Vehicle Parked in a Bike Lane,18-Apr-17,5316 W LAWRENCE AVE,"5316 W LAWRENCE AVE , Chicago, IL",41.9679641,-87.7602401
-87.652137,41.875241,17-02318520,#NAME?,Vehicle Parked in a Bike Lane,19-Apr-17,412 S MORGAN ST,"412 S MORGAN ST , Chicago, IL",41.875241,-87.652137
-87.6238519,41.8842179,17-02318586,"- Monday,Tuesday,Wednesday,Thursday,Friday - 8:00 AM",Vehicle Parked in a Bike Lane,19-Apr-17,151 E RANDOLPH ST,"151 E RANDOLPH ST , Chicago, IL",41.8842179,-87.6238519
-87.65731,41.897137,17-02319608,Wednesday - 9:20 AM,Vehicle Parked in a Bike Lane,19-Apr-17,850 N MILWAUKEE AVE,"850 N MILWAUKEE AVE , Chicago, IL",41.897137,-87.65731
-87.6474381,41.8716354,17-02326198,#NAME?,Vehicle Parked in a Bike Lane,19-Apr-17,800 S HALSTED ST,"800 S HALSTED ST , Chicago, IL",41.8716354,-87.6474381
-87.635291,41.8811858,17-02330516,- Wednesday - 4:09 PM - https://XXXXXXXX.XXX,Vehicle Parked in a Bike Lane,19-Apr-17,51 S FRANKLIN ST,"51 S FRANKLIN ST , Chicago, IL",41.8811858,-87.635291
-87.6353046,41.8863512,17-02330518,- Wednesday - 4:12 PM - https://dl.dropboxusercontent.com/u/29277495/Cycling/20170419_161241s.jpg,Vehicle Parked in a Bike Lane,19-Apr-17,221 N FRANKLIN ST,"221 N FRANKLIN ST , Chicago, IL",41.8863512,-87.6353046
